objectid,classification,beginyear
2103,Drawing,1766.0
2104,Print,1767.0
2106,Print,1767.0
2107,Drawing,1767.0
2108,Print,1767.0
2109,Drawing,1767.0
2110,Print,1767.0
2112,Print,1767.0
2113,Drawing,1767.0
2114,Print,1767.0
2115,Drawing,1767.0
2116,Print,1767.0
2117,Drawing,1767.0
2118,Print,1767.0
2119,Drawing,1767.0
2120,Print,1767.0
2121,Drawing,1766.0
2122,Print,1767.0
2123,Drawing,1767.0
2124,Print,1767.0
2125,Print,1767.0
2126,Drawing,1767.0
2127,Print,1767.0
2128,Drawing,1767.0
2129,Print,1767.0
2130,Drawing,1767.0
2131,Print,1768.0
2132,Drawing,1767.0
2133,Print,1767.0
2134,Drawing,1767.0
2135,Volume,1767.0
2136,Print,1767.0
2138,Print,1767.0
2139,Drawing,1766.0
2175,Volume,1767.0
2140,Print,1767.0
2141,Drawing,1767.0
2142,Print,1767.0
2143,Drawing,1768.0
2144,Print,1767.0
2145,Drawing,1767.0
2146,Print,1767.0
2147,Drawing,1765.0
2148,Print,1767.0
2149,Drawing,1767.0
2150,Print,1767.0
2151,Drawing,1768.0
2152,Print,1767.0
2153,Drawing,1768.0
2154,Print,1767.0
2155,Print,1767.0
2466,Print,1787.0
2157,Print,1767.0
2158,Drawing,1768.0
2159,Print,1767.0
2160,Drawing,1767.0
2161,Print,1767.0
2162,Drawing,1768.0
2163,Print,1769.0
2164,Drawing,1767.0
2165,Print,1767.0
2166,Print,1767.0
2167,Drawing,1767.0
2168,Print,1767.0
2169,Drawing,1768.0
2170,Print,1767.0
2171,Drawing,1768.0
2172,Print,1767.0
2173,Print,1767.0
2177,Drawing,1767.0
2178,Print,1767.0
2179,Drawing,1767.0
2180,Print,1767.0
2181,Drawing,1767.0
2182,Print,1767.0
2183,Drawing,1768.0
2184,Print,1767.0
2185,Drawing,1767.0
2186,Print,1767.0
2187,Drawing,1767.0
2188,Print,1767.0
2189,Print,1767.0
2190,Drawing,1767.0
2191,Print,1767.0
2192,Drawing,1767.0
2193,Print,1767.0
2194,Drawing,1767.0
2195,Print,1769.0
2196,Drawing,1767.0
2197,Print,1767.0
2198,Drawing,1768.0
2199,Print,1767.0
2200,Drawing,1767.0
2201,Print,1769.0
2202,Drawing,1768.0
2203,Print,1767.0
2204,Drawing,1768.0
2205,Print,1767.0
2206,Drawing,1768.0
2511,Volume,1733.0
2207,Print,1769.0
2208,Drawing,1768.0
2209,Print,1767.0
2210,Print,1767.0
2211,Drawing,1768.0
8995,Print,1924.0
2212,Volume,1767.0
2213,Print,1767.0
2214,Drawing,1768.0
2215,Print,1769.0
2217,Print,1767.0
2218,Drawing,1767.0
2219,Print,1767.0
2220,Print,1767.0
2221,Drawing,1768.0
2222,Print,1767.0
2223,Drawing,1768.0
2224,Print,1767.0
2225,Drawing,1768.0
2226,Print,1767.0
2227,Drawing,1768.0
2228,Print,1767.0
2229,Drawing,1767.0
2230,Print,1767.0
2231,Print,1767.0
2232,Drawing,1768.0
2233,Print,1767.0
2235,Print,1767.0
2236,Drawing,1768.0
2237,Print,1767.0
2238,Drawing,1769.0
2239,Print,1767.0
2240,Drawing,1768.0
2241,Print,1767.0
2242,Drawing,1769.0
2243,Print,1767.0
2244,Drawing,1768.0
2245,Print,1767.0
2246,Drawing,1768.0
9217,Print,1883.0
2247,Print,1769.0
2248,Drawing,1769.0
2249,Volume,1767.0
2250,Print,1767.0
2251,Drawing,1769.0
2252,Print,1767.0
2253,Print,1767.0
2254,Drawing,1769.0
2255,Print,1767.0
2256,Print,1767.0
2257,Drawing,1768.0
2258,Print,1769.0
2259,Drawing,1767.0
2260,Print,1767.0
2261,Drawing,1769.0
2262,Print,1767.0
2263,Drawing,1769.0
2264,Print,1767.0
2266,Print,1769.0
2267,Drawing,1769.0
2268,Print,1767.0
2269,Drawing,1768.0
2270,Print,1769.0
2271,Print,1767.0
2272,Drawing,1768.0
2273,Print,1767.0
2274,Drawing,1769.0
2275,Print,1769.0
2276,Drawing,1769.0
2277,Print,1767.0
2278,Drawing,1769.0
2279,Print,1767.0
2280,Print,1770.0
2281,Print,1770.0
2282,Drawing,1786.0
2283,Volume,1786.0
2284,Drawing,1786.0
2285,Drawing,1786.0
2286,Drawing,1786.0
2287,Drawing,1786.0
2288,Drawing,1786.0
2289,Drawing,1786.0
2290,Drawing,1786.0
2291,Drawing,1786.0
2292,Drawing,1786.0
2293,Drawing,1786.0
2294,Drawing,1786.0
2295,Drawing,1786.0
2296,Drawing,1786.0
2297,Drawing,1786.0
2298,Drawing,1786.0
2330,Drawing,1786.0
2299,Drawing,1786.0
2300,Drawing,1786.0
2301,Drawing,1786.0
2302,Drawing,1786.0
2303,Drawing,1786.0
2345,Volume,1709.0
2304,Drawing,1786.0
2305,Drawing,1786.0
2306,Drawing,1786.0
2307,Drawing,1786.0
2308,Drawing,1786.0
2309,Drawing,1786.0
2310,Drawing,1786.0
2311,Drawing,1786.0
2312,Drawing,1786.0
2313,Drawing,1786.0
2346,Print,1700.0
2314,Drawing,1786.0
2315,Drawing,1786.0
2316,Drawing,1786.0
2317,Drawing,1786.0
2318,Drawing,1786.0
2319,Drawing,1786.0
2320,Drawing,1787.0
2321,Drawing,1786.0
2322,Drawing,1786.0
2323,Drawing,1786.0
2324,Drawing,1786.0
2325,Drawing,1786.0
2326,Drawing,1786.0
2327,Drawing,1786.0
2328,Drawing,1786.0
2329,Drawing,1786.0
2331,Drawing,1786.0
2332,Drawing,1753.0
2333,Volume,1754.0
2334,Drawing,1753.0
2335,Drawing,1754.0
2336,Drawing,1753.0
2337,Drawing,1754.0
2338,Drawing,1754.0
2339,Drawing,1754.0
2347,Drawing,1699.0
2348,Print,1700.0
2349,Drawing,1699.0
2350,Drawing,1699.0
2351,Print,1700.0
2352,Print,1700.0
2353,Drawing,1699.0
2354,Print,1700.0
2355,Drawing,1699.0
2542,Volume,1744.0
2356,Print,1730.0
2357,Print,1729.0
2358,Print,1729.0
2359,Drawing,1699.0
2360,Drawing,1765.0
2361,Volume,1765.0
2362,Drawing,1765.0
2363,Drawing,1765.0
2364,Drawing,1765.0
2365,Drawing,1765.0
2366,Drawing,1765.0
2368,Drawing,1765.0
2369,Drawing,1765.0
2370,Drawing,1765.0
2371,Drawing,1765.0
2372,Drawing,1765.0
2373,Drawing,1765.0
2374,Drawing,1765.0
2375,Drawing,1765.0
2376,Drawing,1765.0
2377,Drawing,1765.0
2378,Drawing,1765.0
2380,Drawing,1765.0
2381,Drawing,1765.0
2382,Drawing,1765.0
2383,Drawing,1765.0
2384,Drawing,1765.0
2399,Volume,1773.0
2387,Drawing,1770.0
2388,Volume,1770.0
2389,Drawing,1770.0
2390,Drawing,1770.0
2391,Drawing,1770.0
2392,Drawing,1776.0
2393,Drawing,1776.0
2394,Drawing,1776.0
2395,Drawing,1776.0
2396,Drawing,1776.0
2397,Volume,1773.0
2398,Volume,1773.0
2400,Volume,1773.0
2402,Volume,1775.0
2403,Volume,1775.0
2404,Volume,1775.0
2405,Volume,1775.0
2406,Volume,1776.0
2407,Volume,1788.0
2408,Volume,1803.0
2409,Volume,1757.0
2410,Volume,1757.0
2411,Volume,1757.0
2412,Volume,1757.0
2413,Volume,1757.0
2414,Volume,1786.0
2415,Volume,1786.0
2416,Volume,1786.0
2417,Volume,1787.0
2418,Volume,1798.0
2419,Volume,1798.0
2420,Volume,1799.0
2421,Volume,1799.0
2422,Volume,1799.0
2423,Volume,1799.0
2424,Volume,1799.0
2425,Volume,1799.0
2426,Volume,1724.0
2427,Volume,1786.0
2428,Volume,1786.0
2429,Volume,1786.0
2430,Volume,1786.0
2431,Volume,1786.0
2543,Volume,1744.0
2434,Print,1769.0
2435,Portfolio,1730.0
2436,Print,1769.0
2437,Print,1769.0
2438,Print,1769.0
2439,Print,1769.0
2440,Print,1769.0
2441,Print,1769.0
2442,Print,1769.0
2443,Print,1769.0
2448,Volume,1777.0
2449,Volume,1777.0
2450,Volume,1817.0
2451,Volume,1779.0
2452,Volume,1779.0
2453,Volume,1789.0
2454,Volume,1789.0
2455,Print,1688.0
2456,Volume,1700.0
2459,Print,1727.0
2460,Print,1731.0
2467,Volume,1700.0
2468,Volume,1700.0
2469,Volume,1795.0
2470,Volume,1770.0
2471,Volume,1773.0
2472,Volume,1773.0
2473,Volume,1770.0
2475,Volume,1774.0
2476,Volume,1751.0
2477,Volume,1768.0
2478,Volume,1796.0
2479,Drawing,1796.0
2480,Volume,1796.0
2481,Volume,1796.0
2482,Volume,1796.0
2483,Print,1796.0
2484,Volume,1793.0
2486,Volume,1780.0
2487,Volume,1793.0
2488,Volume,1799.0
2489,Volume,1799.0
2490,Volume,1799.0
2491,Volume,1799.0
2492,Volume,1797.0
2493,Volume,1797.0
2494,Print,1735.0
2495,Volume,1735.0
2496,Print,1735.0
2497,Print,1735.0
2498,Print,1735.0
2499,Print,1735.0
2500,Print,1735.0
2501,Print,1735.0
2502,Print,1735.0
2503,Print,1735.0
2504,Volume,1789.0
2505,Volume,1789.0
2506,Volume,1789.0
2507,Volume,1803.0
2508,Volume,1803.0
2509,Volume,1803.0
2510,Print,1803.0
2512,Volume,1737.0
2513,Volume,1774.0
2514,Portfolio,1772.0
2515,Volume,1773.0
2516,Volume,1773.0
2517,Volume,1773.0
2518,Volume,1773.0
2519,Volume,1791.0
2553,Volume,1798.0
2520,Volume,1795.0
2521,Volume,1797.0
2522,Volume,1797.0
2523,Volume,1742.0
2524,Volume,1762.0
2525,Volume,1762.0
2526,Drawing,1762.0
2527,Volume,1762.0
2528,Volume,1762.0
2529,Volume,1755.0
2530,Volume,1755.0
2531,Volume,1780.0
2532,Volume,1796.0
2533,Volume,1776.0
2534,Volume,1776.0
2535,Volume,1776.0
2536,Volume,1776.0
2538,Print,1774.0
2539,Volume,1744.0
2540,Volume,1799.0
2541,Volume,1744.0
2544,Volume,1741.0
2545,Volume,1741.0
2546,Volume,1741.0
2547,Volume,1741.0
2548,Volume,1745.0
2549,Volume,1803.0
2550,Volume,1778.0
2551,Volume,1778.0
2552,Volume,1798.0
9218,Print,1883.0
2554,Volume,1798.0
2555,Volume,1798.0
2556,Volume,1754.0
2557,Volume,1754.0
2558,Volume,1796.0
2559,Print,1814.0
2560,Volume,1780.0
2561,Volume,1780.0
2562,Volume,1780.0
2574,Print,1775.0
2563,Print,1770.0
2564,Volume,1770.0
2565,Print,1774.0
2566,Print,1790.0
2567,Print,1770.0
2585,Print,1783.0
2586,Print,1744.0
2568,Print,1770.0
2569,Print,1770.0
2570,Print,1770.0
2571,Print,1773.0
2573,Print,1775.0
2575,Print,1700.0
2577,Print,1736.0
2578,Print,1736.0
2579,Print,1700.0
2580,Drawing,1782.0
2581,Print,1700.0
2583,Print,1700.0
2584,Print,1700.0
2587,Print,1700.0
2589,Print,1793.0
2590,Print,1700.0
2591,Print,1700.0
2592,Print,1700.0
2593,Print,1700.0
2594,Drawing,1736.0
2595,Print,1736.0
2596,Print,1736.0
2614,Volume,1773.0
2615,Volume,1773.0
2597,Print,1754.0
2598,Print,1700.0
2599,Print,1745.0
2600,Print,1745.0
2601,Volume,1767.0
2602,Drawing,1767.0
2603,Drawing,1767.0
2604,Drawing,1767.0
2605,Drawing,1767.0
2606,Volume,1765.0
2607,Volume,1765.0
2608,Volume,1765.0
2609,Volume,1777.0
2610,Volume,1777.0
2611,Volume,1773.0
2612,Volume,1773.0
2613,Volume,1773.0
2616,Volume,1773.0
2617,Volume,1773.0
2618,Volume,1734.0
2621,Volume,1726.0
2622,Volume,1767.0
2623,Volume,1767.0
2624,Volume,1767.0
2625,Volume,1772.0
2627,Volume,1776.0
2628,Volume,1774.0
2629,Volume,1777.0
2631,Print,1777.0
2632,Volume,1797.0
2633,Volume,1801.0
2668,Print,1801.0
2634,Volume,1801.0
2635,Drawing,1801.0
2636,Drawing,1801.0
2637,Drawing,1801.0
2638,Drawing,1801.0
2639,Drawing,1801.0
2640,Drawing,1801.0
2641,Volume,1767.0
2642,Volume,1767.0
2643,Volume,1767.0
2644,Volume,1767.0
2645,Volume,1679.0
2646,Volume,1773.0
2647,Volume,1785.0
2650,Drawing,1797.0
2669,Print,1801.0
2651,Drawing,1797.0
2652,Drawing,1797.0
2653,Volume,1797.0
2654,Drawing,1797.0
2655,Drawing,1797.0
2656,Drawing,1797.0
2657,Drawing,1797.0
2658,Volume,1797.0
2659,Volume,1797.0
2660,Volume,1760.0
2661,Volume,1801.0
2662,Print,1801.0
2663,Print,1801.0
2664,Print,1801.0
2665,Print,1801.0
2666,Print,1801.0
2667,Print,1801.0
2670,Print,1801.0
2671,Volume,1769.0
2672,Volume,1741.0
2673,Volume,1741.0
2674,Volume,1741.0
2675,Volume,1760.0
2676,Volume,1760.0
2677,Volume,1760.0
2678,Volume,1747.0
2679,Volume,1748.0
2680,Volume,1748.0
2681,Volume,1749.0
2682,Volume,1778.0
2683,Volume,1787.0
2684,Volume,1790.0
2685,Volume,1790.0
2687,Volume,1727.0
2688,Print,1729.0
2689,Print,1688.0
2690,Print,1730.0
2691,Print,1727.0
2692,Print,1731.0
2693,Print,1730.0
2694,Print,1732.0
2695,Print,1698.0
2696,Print,1739.0
2697,Print,1686.0
2698,Print,1728.0
2699,Print,1733.0
2700,Print,1735.0
2701,Print,1733.0
2702,Print,1735.0
2703,Print,1738.0
2704,Volume,1792.0
2705,Volume,1792.0
2706,Volume,1792.0
2707,Volume,1792.0
2708,Print,1789.0
2709,Volume,1789.0
2710,Print,1789.0
2711,Print,1789.0
2712,Print,1789.0
2713,Volume,1797.0
2714,Volume,1797.0
2715,Volume,1792.0
2716,Volume,1791.0
2717,Volume,1791.0
2718,Volume,1796.0
2719,Volume,1815.0
2720,Volume,1770.0
2721,Volume,1762.0
2722,Volume,1789.0
2723,Volume,1789.0
2724,Volume,1789.0
2726,Volume,1735.0
2727,Volume,1752.0
2730,Volume,1786.0
9219,Print,1883.0
2948,Print,1736.0
3097,Print,1780.0
3112,Print,1815.0
10129,Print,1880.0
10130,Print,1880.0
3148,Print,1774.0
3153,Painting,1852.0
3158,Painting,1815.0
3264,Print,1480.0
3197,Print,1880.0
3201,Painting,1900.0
3203,Print,1871.0
3206,Painting,1783.0
3207,Painting,1783.0
3208,Painting,1825.0
3209,Painting,1825.0
3210,Painting,1830.0
10131,Print,1880.0
3420,Print,1914.0
10132,Print,1880.0
3283,Print,1490.0
3421,Print,1920.0
3422,Print,1919.0
3426,Print,1914.0
3418,Print,1911.0
3419,Print,1921.0
3641,Print,1936.0
3642,Print,1935.0
3645,Print,1940.0
3646,Print,1930.0
3647,Print,1929.0
3648,Print,1930.0
3649,Print,1930.0
3662,Print,1934.0
3681,Print,1470.0
3732,Print,1460.0
31289,Print,1812.0
31666,Print,1808.0
3825,Print,1490.0
3924,Print,1470.0
3925,Print,1450.0
3955,Print,1450.0
4036,Print,1490.0
4059,Drawing,1920.0
4062,Print,1940.0
4063,Drawing,1929.0
4065,Technical Material,1943.0
4066,Technical Material,1930.0
4067,Technical Material,1930.0
4068,Print,1892.0
4136,Print,1519.0
4150,Print,1920.0
4151,Print,1920.0
4153,Print,1938.0
4154,Print,1941.0
4176,Drawing,1924.0
4177,Drawing,1922.0
4178,Print,1924.0
4179,Print,1924.0
4180,Print,1926.0
4181,Print,1920.0
4240,Print,1922.0
4182,Print,1925.0
4183,Print,1926.0
4184,Print,1923.0
4185,Print,1925.0
4186,Print,1926.0
4187,Print,1924.0
4188,Print,1925.0
4189,Print,1926.0
4190,Print,1926.0
4191,Print,1926.0
4192,Print,1927.0
4193,Print,1926.0
4194,Print,1924.0
4195,Drawing,1926.0
4196,Print,1927.0
4197,Drawing,1925.0
4198,Drawing,1922.0
4199,Drawing,1925.0
4200,Drawing,1929.0
4201,Drawing,1921.0
4202,Drawing,1895.0
4203,Drawing,1895.0
4204,Drawing,1895.0
4205,Drawing,1895.0
4206,Drawing,1895.0
4207,Drawing,1895.0
4208,Drawing,1924.0
4209,Drawing,1924.0
4210,Drawing,1913.0
4211,Drawing,1926.0
4212,Drawing,1929.0
4213,Drawing,1926.0
4214,Drawing,1923.0
4215,Drawing,1924.0
4216,Drawing,1920.0
4217,Drawing,1922.0
4218,Drawing,1923.0
4219,Drawing,1921.0
4220,Drawing,1923.0
4221,Drawing,1922.0
4222,Drawing,1922.0
4223,Print,1926.0
4224,Drawing,1926.0
4225,Drawing,1929.0
4226,Drawing,1922.0
4227,Drawing,1921.0
4228,Drawing,1926.0
4229,Print,1928.0
4230,Print,1936.0
4231,Print,1928.0
4232,Print,1927.0
4233,Print,1923.0
4234,Print,1921.0
4235,Print,1925.0
4236,Print,1926.0
4237,Print,1928.0
4238,Print,1922.0
4239,Print,1925.0
4241,Print,1925.0
4242,Print,1924.0
4243,Print,1921.0
4244,Print,1927.0
4245,Print,1922.0
4246,Print,1929.0
4247,Print,1928.0
4248,Print,1925.0
4249,Print,1929.0
4250,Print,1929.0
4251,Print,1923.0
4252,Print,1929.0
4253,Print,1926.0
4254,Drawing,1924.0
4255,Print,1922.0
4256,Print,1928.0
4257,Drawing,1926.0
4259,Print,1500.0
4285,Print,1500.0
4336,Print,1526.0
4396,Volume,1872.0
4438,Print,1889.0
4466,Print,1930.0
4467,Print,1931.0
4490,Drawing,1915.0
4523,Print,1928.0
4489,Drawing,1873.0
4468,Drawing,1934.0
4469,Print,1932.0
4470,Print,1922.0
4471,Print,1923.0
4472,Print,1922.0
4473,Print,1928.0
4474,Print,1929.0
4475,Print,1926.0
4476,Print,1925.0
4477,Print,1930.0
4478,Drawing,1890.0
4479,Print,1924.0
4480,Print,1927.0
4481,Drawing,1920.0
4482,Drawing,1890.0
4483,Print,1931.0
4484,Print,1923.0
4485,Print,1929.0
4486,Print,1930.0
4487,Print,1929.0
4488,Drawing,1928.0
4522,Print,1926.0
4491,Drawing,1926.0
4492,Drawing,1873.0
4493,Print,1928.0
4494,Print,1931.0
4495,Print,1931.0
4496,Print,1925.0
4497,Print,1930.0
4498,Print,1929.0
4499,Print,1929.0
4500,Print,1931.0
4501,Print,1927.0
4502,Print,1930.0
4503,Print,1930.0
4504,Print,1930.0
4505,Print,1930.0
4506,Print,1926.0
4507,Print,1930.0
4508,Print,1929.0
4509,Print,1926.0
4510,Print,1929.0
4511,Print,1928.0
4512,Print,1930.0
4513,Print,1929.0
4514,Print,1929.0
4515,Print,1925.0
4516,Print,1927.0
4517,Print,1928.0
4518,Print,1929.0
4519,Print,1929.0
4520,Print,1928.0
4521,Print,1927.0
4524,Print,1927.0
4525,Print,1929.0
4526,Print,1925.0
4527,Print,1929.0
4528,Print,1926.0
4529,Print,1926.0
4530,Print,1928.0
4531,Drawing,1928.0
4551,Print,1899.0
4552,Print,1899.0
4553,Print,1926.0
4554,Print,1927.0
4555,Print,1899.0
4556,Print,1927.0
4557,Print,1927.0
4558,Print,1899.0
4560,Portfolio,1917.0
4562,Drawing,1876.0
4563,Drawing,1876.0
4564,Drawing,1876.0
4565,Drawing,1876.0
4566,Drawing,1876.0
4567,Drawing,1929.0
4568,Drawing,1898.0
4569,Print,1927.0
4570,Print,1927.0
4571,Print,1926.0
4572,Print,1889.0
4573,Print,1889.0
4574,Print,1913.0
4575,Print,1913.0
4577,Print,1937.0
4578,Print,1941.0
4579,Print,1935.0
4580,Print,1931.0
4581,Drawing,1930.0
4582,Drawing,1929.0
4583,Print,1930.0
4584,Print,1923.0
4585,Drawing,1930.0
4586,Print,1935.0
4587,Print,1927.0
4588,Print,1923.0
4589,Drawing,1936.0
4601,Print,1919.0
4602,Print,1938.0
4604,Print,1942.0
4605,Print,1940.0
4606,Print,1937.0
4628,Drawing,1930.0
4639,Print,1936.0
5171,Print,1912.0
4642,Print,1939.0
4643,Print,1886.0
4644,Print,1886.0
4651,Drawing,1876.0
4652,Drawing,1876.0
4653,Drawing,1902.0
4654,Drawing,1910.0
4655,Drawing,1876.0
4656,Drawing,1876.0
4657,Drawing,1876.0
4658,Drawing,1916.0
4659,Drawing,1876.0
4660,Drawing,1906.0
4661,Drawing,1918.0
4662,Drawing,1876.0
4663,Drawing,1876.0
4664,Drawing,1876.0
4665,Drawing,1876.0
4666,Drawing,1876.0
4667,Drawing,1908.0
4668,Drawing,1876.0
4669,Drawing,1920.0
4670,Drawing,1876.0
4672,Drawing,1923.0
4673,Drawing,1876.0
4674,Drawing,1876.0
4675,Drawing,1876.0
4676,Drawing,1876.0
4677,Drawing,1876.0
4678,Drawing,1876.0
4679,Drawing,1876.0
4680,Drawing,1876.0
4681,Drawing,1876.0
4682,Drawing,1876.0
4683,Drawing,1876.0
4684,Drawing,1876.0
4685,Drawing,1876.0
4686,Drawing,1876.0
4687,Drawing,1876.0
4688,Drawing,1876.0
4689,Drawing,1876.0
4690,Drawing,1876.0
4691,Drawing,1928.0
4692,Drawing,1876.0
4693,Drawing,1876.0
4694,Drawing,1876.0
4695,Drawing,1876.0
4696,Drawing,1876.0
4697,Drawing,1928.0
4698,Drawing,1876.0
5172,Print,1911.0
4699,Drawing,1876.0
4700,Drawing,1876.0
4701,Drawing,1876.0
4702,Drawing,1876.0
4703,Drawing,1876.0
4704,Drawing,1876.0
4705,Drawing,1876.0
4706,Drawing,1876.0
4707,Drawing,1876.0
4708,Drawing,1876.0
4709,Drawing,1876.0
4710,Drawing,1929.0
4711,Drawing,1876.0
4712,Drawing,1876.0
4713,Drawing,1876.0
4714,Drawing,1876.0
4715,Drawing,1922.0
4716,Drawing,1876.0
4717,Drawing,1876.0
4718,Drawing,1876.0
4719,Drawing,1876.0
4720,Drawing,1876.0
4721,Drawing,1876.0
4722,Drawing,1929.0
4723,Drawing,1876.0
4724,Drawing,1876.0
4725,Drawing,1876.0
4726,Drawing,1876.0
4727,Drawing,1876.0
4728,Drawing,1876.0
4729,Drawing,1876.0
4730,Drawing,1876.0
4731,Drawing,1876.0
4732,Drawing,1876.0
4733,Drawing,1876.0
4734,Drawing,1876.0
4735,Drawing,1876.0
4736,Drawing,1876.0
4737,Drawing,1876.0
4738,Drawing,1923.0
4739,Drawing,1876.0
4740,Drawing,1876.0
4741,Drawing,1923.0
4742,Drawing,1876.0
4743,Drawing,1876.0
4744,Drawing,1876.0
4745,Drawing,1876.0
4746,Drawing,1876.0
4747,Drawing,1876.0
4748,Drawing,1876.0
4749,Drawing,1876.0
4750,Drawing,1912.0
4751,Drawing,1876.0
4752,Drawing,1876.0
4753,Drawing,1876.0
4754,Drawing,1876.0
4756,Drawing,1876.0
4757,Drawing,1876.0
4758,Drawing,1876.0
4759,Drawing,1876.0
4760,Drawing,1912.0
4761,Drawing,1876.0
4762,Drawing,1876.0
4771,Print,1816.0
4820,Print,1825.0
4869,Drawing,1780.0
4870,Drawing,1810.0
4872,Drawing,1780.0
4874,Drawing,1805.0
5151,Print,1909.0
4875,Technical Material,1585.0
4878,Technical Material,1926.0
4883,Technical Material,1888.0
4884,Technical Material,1888.0
4885,Technical Material,1888.0
4886,Technical Material,1888.0
4887,Print,1888.0
4888,Print,1888.0
4892,Print,1888.0
4893,Print,1888.0
4894,Print,1888.0
4932,Print,1450.0
4933,Print,1450.0
4915,Print,1861.0
4916,Print,1861.0
4917,Print,1450.0
4918,Print,1450.0
4919,Print,1450.0
4920,Print,1450.0
4922,Print,1450.0
4923,Print,1450.0
4924,Print,1450.0
4925,Print,1450.0
4926,Print,1450.0
4927,Print,1450.0
4928,Print,1450.0
4929,Print,1450.0
4930,Print,1450.0
4931,Print,1450.0
4935,Print,1450.0
4937,Print,1450.0
